time_step,mean_alpha,mean_contamination,mean_cost
0,0.8166597872652752,0.510649878665194,4979.358705361675
1,0.8225957612746374,0.4995400017298881,4979.649912616236
2,0.8294754317142083,0.4913137742226425,5031.842207809703
3,0.8344777322310911,0.4872036265981465,4996.021626138436
4,0.836037591382095,0.4846736928651288,5039.05020045381
5,0.8347064891080354,0.4851985607448016,5013.936383186988
6,0.7729829072848328,0.5217672111944336,5015.966819348243
7,0.7581791876769813,0.5315248634163191,4989.7803726032525
8,0.7463831660246814,0.5393839311911397,4989.122007794389
9,0.7437065767901582,0.5399092356927948,4983.202442172886
10,0.7427318982374981,0.5417303168386391,4998.420298819864
11,0.7361224371568169,0.546431755818586,4988.790193338865
12,0.7322658520849852,0.5467739069247455,4990.012584303501
13,0.7039226017938547,0.5648082482247583,4952.076879348228
14,0.7073440258906457,0.5624505408326915,4990.742838045475
15,0.7054805358014852,0.5641806244861859,4985.705273638978
16,0.7188949777882491,0.5560956014933348,5006.141410171506
17,0.7169550544930908,0.5580428522635897,4975.606994655328
18,0.7121112213930985,0.5613835448781335,4985.220312195863
19,0.7108882922533815,0.5620505321548379,5000.291544917814
20,0.7061424635264569,0.5648060493384255,5000.489319335823
21,0.7170760395249103,0.5574379898514137,4990.945410005544
22,0.7299426426710296,0.5484142271663545,4979.557960998183
23,0.7128000720210491,0.5587391345818999,5011.190560373578
24,0.7157320729849963,0.5576079924981954,4973.880837548032
25,0.7237817071428853,0.5522730747933052,4998.455244713214
26,0.7159747523736028,0.5585402739014442,4998.476325235158
27,0.7234584123765174,0.5528207613714762,5001.755443857078
28,0.712574076695105,0.5598259591934835,4977.382523515851
29,0.7116367698995536,0.5620651462598619,4971.934663495013
30,0.7301825031797065,0.5490782088302882,5006.644184632178
31,0.7205333793831226,0.5557089982320119,4994.181710368507
32,0.7200290269181145,0.5562160135228995,5006.115037835938
33,0.7250700536488297,0.5515698845207981,4988.698531358959
34,0.7141023201364617,0.5596088209654826,4983.890848274837
35,0.7282957941548203,0.5501132425347084,4996.790911598123
36,0.722483799276013,0.5543376078243726,4966.173066423216
37,0.7097084805078027,0.5603130763860801,4993.950322927937
38,0.7130639237117685,0.5601268961592997,4982.617709418111
39,0.7129341677196405,0.560134286924853,4980.96357877014
40,0.7094493206778913,0.5627860721932243,4989.342931158932
41,0.7122266394993779,0.5606835252656178,4986.874051291371
42,0.7101938722543508,0.5616749536123483,4990.116925994129
43,0.6975861334331157,0.5684418046449875,5002.444678333687
44,0.6980130651459514,0.5663571998694259,4989.835298381429
45,0.6839886207164787,0.5759647749083884,4995.419411846036
46,0.692406465014498,0.5725759975280166,4964.150258628322
47,0.6977501960137167,0.5689154152483229,4967.3326529931255
48,0.6876226274928244,0.575202495446959,5000.40378009443
49,0.701055473189015,0.5666177577088505,4969.382506786426
