time_step,mean_alpha,mean_contamination,mean_cost
0,0.6084670334242936,0.7338251895374397,3905.8974205279087
1,0.6421248189177449,0.7114139026190031,3947.6340074505865
2,0.641544368336609,0.7029240778093631,3960.9887000579697
3,0.6478306201621431,0.6925349485544678,3983.01422747883
4,0.6378152840465652,0.6886399331858066,4002.9646616705354
5,0.6472655266107658,0.6764615894489835,4036.5458882893777
6,0.6487466811614048,0.6673498379516413,4049.3175555459256
7,0.6431610542042744,0.6651246119276665,4068.5434118807066
8,0.6463977900069144,0.6577035104730877,4069.170303925189
9,0.6484851226249698,0.6515945985037007,4083.3373335285755
10,0.6461973731187828,0.6486203934960235,4112.301816826392
11,0.6432774705055179,0.6453842024453865,4118.647794063594
12,0.6427257898056925,0.6424909420603128,4117.554745339247
13,0.6422312229180047,0.6383511482464995,4136.065835620188
14,0.6449169788772541,0.6337145282912854,4137.1569525257855
15,0.6464846919108174,0.6308012039173314,4183.864378395506
16,0.6497432216988505,0.6274678289142851,4164.1175830199845
17,0.6548332170596858,0.6217008697464584,4169.241369653056
18,0.6492396458032432,0.6245960146975722,4168.641845332022
19,0.6541004307553173,0.6186176929079187,4184.707973181678
20,0.6504904464299965,0.6201507113334939,4173.176478166405
21,0.6468154250162121,0.6211161659909882,4203.727227918997
22,0.6506269312198466,0.6174049608503751,4177.615470617017
23,0.643546063307619,0.622201984840504,4212.274096109554
24,0.6501953875153625,0.615760312684093,4205.754418484409
25,0.6517425577205817,0.6151850077070397,4207.547470857661
26,0.6536909038459198,0.6121253819313875,4199.639670392635
27,0.6558009840010061,0.6109735334377105,4207.1688349589795
28,0.6526753841904355,0.6127017264281753,4204.19789340795
29,0.652339347100007,0.6117237130657597,4199.637671147715
30,0.6424887593877607,0.6185606679806568,4205.536936989301
31,0.6548079406013496,0.6079467187191804,4211.44496163506
32,0.6552738421677269,0.6087971336071589,4206.857281822072
33,0.6544224031297451,0.6089997729526315,4193.226688695449
34,0.6495673087448711,0.6116150506256713,4204.506710864373
35,0.6511919046426404,0.6091866796192505,4211.96939739131
36,0.6566711073632944,0.6052462709051074,4206.058940555841
37,0.644319358748231,0.6137860875865041,4193.146530225109
38,0.652832486928888,0.6092415565779883,4192.2620394792675
39,0.6509237980286742,0.6096140118542533,4202.410504120259
40,0.6510391273371513,0.609416756617525,4195.903134808035
41,0.655911555502751,0.6076226340728005,4210.474990281171
42,0.6625146234828293,0.6012634951832124,4212.859161710233
43,0.6481125611808618,0.6119644377258132,4195.1055670923815
44,0.6552058631059346,0.6072268848641257,4222.317181927517
45,0.6503511116847864,0.6111797776957799,4193.929158457274
46,0.6487111195259416,0.6120010723852031,4193.139672340557
47,0.6444723911765099,0.6148666380295926,4213.376601517174
48,0.653927026886673,0.6069519978024673,4208.753388295424
49,0.6572972002693053,0.6042132437026078,4203.622117405546
50,0.6525838692877962,0.6069971722741893,4206.220511455895
51,0.6524832814126633,0.6071337192682742,4209.9487586267505
52,0.6492698582380236,0.609955600463747,4227.435065586023
53,0.6461347541026741,0.6117466589680537,4203.364443441781
54,0.6515727675209714,0.607244310815883,4190.736496691379
55,0.6537629554494823,0.6049843154741842,4220.529625064718
56,0.6492156430068889,0.6076706206891458,4211.088640727458
57,0.6532783411098951,0.6072712675617665,4215.923414377993
58,0.6480604046985224,0.6083593040301655,4213.025973843878
59,0.6558292301548455,0.6030431348198865,4215.407659442305
60,0.6521520456285538,0.6048949897877592,4213.240169103815
61,0.6529214188753497,0.6037998007311257,4228.488246646668
62,0.6559062161699024,0.6025290243986846,4203.6702912350265
63,0.6613357762230235,0.6001381077293061,4213.291818971751
64,0.6540084302451519,0.6057774915532325,4198.362749904688
65,0.6543188948339193,0.6064662187211142,4197.081474831798
66,0.6600996106088413,0.6035127412038228,4221.616391114403
67,0.6569847215998753,0.6054136582652827,4226.426680858212
68,0.6585179553735876,0.604396351740466,4202.3044978914995
69,0.6586305369758962,0.6043577307993009,4215.597814218923
70,0.6499177618162861,0.6096351020007398,4213.610213806622
71,0.6550807991814329,0.6059587183852775,4205.787430093166
72,0.6512457751735001,0.6085313010413653,4199.98195662
73,0.6532102110237684,0.607930906497824,4185.703477575409
74,0.6514226124508915,0.6089210965199054,4201.9265992541705
75,0.650396101654863,0.6087861850450563,4205.627555833882
76,0.6505043983225682,0.6092010917049092,4199.203869051225
77,0.6509996729796107,0.6079705177633279,4192.08085281903
78,0.649426729177048,0.6098460597130532,4211.326642839431
79,0.6477306065598067,0.6104382214301932,4220.06563631627
80,0.6476390046767239,0.6118148252603988,4208.779185197615
81,0.6487678304034994,0.6105108372172535,4202.252010216013
82,0.6554991067090541,0.6057284894742867,4184.618843389317
83,0.6479915067732275,0.6102195026561378,4234.490947901867
84,0.641599681074132,0.6145112789906462,4207.156940950164
85,0.6507980622427532,0.6087585640192492,4223.090629324642
86,0.6558411738139407,0.603967348949052,4212.468382169044
87,0.6573191559411911,0.6038337560567005,4191.4234807637995
88,0.6555221919912204,0.6049206321817493,4224.543846389158
89,0.656808777948513,0.6037597387191355,4207.173875415372
90,0.64961182899293,0.6095705460340182,4186.187074023716
91,0.6492188093347735,0.6109836846486622,4194.725132862748
92,0.6439003132718287,0.6135515091697905,4206.458253257194
93,0.652749778424333,0.6075152526447768,4200.152495043962
94,0.6545645420795463,0.6070653526879167,4207.434649861028
95,0.6558101123309482,0.6056734289530906,4230.961109090795
96,0.6481422309062125,0.6103532924695024,4195.546631308274
97,0.651932841385547,0.6073799238336377,4213.465700990904
98,0.6565728421139733,0.6044962191429561,4214.744271248647
99,0.6564663795800185,0.6039912505818952,4218.451460227388
