time_step,mean_alpha,mean_contamination,mean_cost
0,0.6207131010096035,0.7226503224427645,2334.549814437317
1,0.6516407063335717,0.7003025806785587,2363.3976108691513
2,0.6613830776168568,0.687236358700594,2374.851583731767
3,0.6538158905061633,0.6812550649948029,2407.4362297720522
4,0.6468010975643692,0.6760341703564703,2415.3585912443336
5,0.652527102843643,0.6678202514341315,2436.9549918636208
6,0.6533628219520483,0.6594244144667342,2458.6177256240017
7,0.6510682113286699,0.6550033367672871,2500.3458535179975
8,0.6521289820312762,0.6507531678248796,2478.9229902851544
9,0.6472405372612263,0.6478790366859627,2498.3253134626443
10,0.6513326387418598,0.642455476250468,2529.9063122047655
11,0.6623610322508249,0.6334906607632922,2517.4336183755063
12,0.6523626883236939,0.634748470930571,2516.020483138983
13,0.6613188538803304,0.6254864700224042,2544.655455313316
14,0.6630330697364504,0.6208326341471826,2572.89196839658
15,0.6631643423506717,0.6173535886677439,2552.8507028956315
16,0.6594057905328744,0.618129194321066,2586.8050208629847
17,0.6465460077534183,0.6269662361287529,2594.183736998204
18,0.6597526681068877,0.6162370539087835,2598.4444304235967
19,0.660254920075291,0.6131852607935382,2617.3645854497095
20,0.6659288737651794,0.6090449231394859,2600.7441274118787
21,0.6710759178986241,0.6040101425216398,2585.2079413382103
22,0.6648756917396749,0.6065886830110627,2618.521178371764
23,0.6669177564825246,0.6044938343603394,2606.678887702543
24,0.6656335172850341,0.6038639604225997,2611.564726828142
25,0.6609728444117396,0.6054460775533869,2613.464689033917
26,0.6529591371266045,0.6104392532180191,2620.9361449715834
27,0.6658172620263876,0.6017589180084681,2611.9477786411876
28,0.6556856338202697,0.6077336100401596,2622.4314521455585
29,0.6646222617996321,0.6016316430077844,2621.8161692986446
30,0.6586663520251957,0.6055016747839423,2605.210353987258
31,0.6579548960125718,0.6061217712055115,2600.2518078288776
32,0.6671554109427936,0.5983019471462866,2625.187671747469
33,0.6600179899378602,0.6022094073380572,2605.540482402402
34,0.664619559847151,0.5989673843987305,2618.7702498410194
35,0.6616367845273785,0.6015516486942656,2625.36296663993
36,0.6677951669533286,0.595517481526132,2616.8129819972787
37,0.6608491499669829,0.6009426397717138,2612.220134821366
38,0.6613516717826845,0.6000745385979545,2591.323138323039
39,0.6676194763594862,0.5949921448048875,2616.8294788582925
40,0.6672817507500381,0.5948653764749866,2598.133086545548
41,0.6606405345001689,0.6004539196536317,2604.102483389854
42,0.6596439488455651,0.601079409123668,2618.4165401294217
43,0.6654889603607161,0.5942643712078177,2631.3641529559823
44,0.6599464864586828,0.5995207950001251,2618.40200210755
45,0.6582874433141077,0.600617561951166,2602.2286451616155
46,0.6602856156859034,0.5991994272069272,2591.2265773928057
47,0.6577009832251874,0.6021533462909844,2628.2257701614813
48,0.6576025833540668,0.6027091686783175,2595.296329378198
49,0.6559861091084416,0.6034131697004805,2634.9807963800517
