time_step,risk_type,mean_alpha,mean_contamination,mean_cost,mean_technology
0,risk_neutral,0.8590374473114314,0.6503216081340758,2310.0963377760013,0.506301135235353
0,risk_averse,0.8723562786505606,0.5609480141006111,3312.9148123794043,0.6665477468042759
0,risk_loving,0.1451563865945474,0.949798079721523,1408.694514370685,0.35824094703021453
1,risk_neutral,0.9221321938710012,0.6135625595081114,2345.8619544398616,0.535475793273161
1,risk_averse,0.9223115191060909,0.5281590273087212,3351.1445527088968,0.6964185199253591
1,risk_loving,0.1263949442680332,0.9515719324382473,1421.7219515001798,0.3881814095892882
2,risk_neutral,0.9274118460312564,0.5966599758568184,2405.0465712300625,0.5617829292287632
2,risk_averse,0.9351676378495991,0.5131300092544304,3316.4488376378413,0.7165359084538168
2,risk_loving,0.13744661157698326,0.944134304746711,1431.6414670745833,0.4201313104931189
3,risk_neutral,0.9288293472340214,0.5800745075445359,2420.268634693167,0.5913225503175644
3,risk_averse,0.9373959671036212,0.5020389940903583,3405.1759643227356,0.737746686416316
3,risk_loving,0.11165157874923903,0.9534047336920232,1426.5868002847187,0.44992789859042764
4,risk_neutral,0.9301879963304605,0.5670325503411164,2428.9014422325026,0.6146892397251382
4,risk_averse,0.9297492364257706,0.4985081579489136,3355.9694406692315,0.7506617933661186
4,risk_loving,0.09712297280827338,0.9541345194728241,1489.268234961063,0.4844072309727355
5,risk_neutral,0.9319692898206491,0.5535101147838563,2430.858979634482,0.639762942548252
5,risk_averse,0.9331232701887022,0.4964408503013024,3396.0271620138396,0.752350686584639
5,risk_loving,0.10896046482516754,0.945107155753027,1512.0075444696322,0.5113472153260306
6,risk_neutral,0.9323689046725593,0.5371637849109329,2477.9702829821476,0.6710406695370952
6,risk_averse,0.9361708719360737,0.4903481791137793,3366.6640306616746,0.7631362299723043
6,risk_loving,0.10807263432705723,0.9421925480546447,1558.4953003574708,0.5442223216267039
7,risk_neutral,0.9328373749954371,0.5271429765256489,2517.0080286594443,0.6904125390873036
7,risk_averse,0.9384700948633521,0.48392155560258543,3461.458120567782,0.7750911378006389
7,risk_loving,0.09863748904490979,0.9451530622499105,1551.329483155919,0.5775150268657336
8,risk_neutral,0.9325141453260449,0.5215856125980275,2470.293647782377,0.7018542965752214
8,risk_averse,0.9362517562314969,0.48158467640116087,3438.4324241397294,0.7817719895189106
8,risk_loving,0.10422421916849217,0.9403146248680802,1556.0099604437034,0.6069455596419691
9,risk_neutral,0.9218127903038073,0.5158613799469961,2513.8526595387616,0.7212273835006455
9,risk_averse,0.9347470066338699,0.4797948324698075,3421.0283740001278,0.7867992918078113
9,risk_loving,0.10169354197586106,0.9391543723188756,1587.689918808266,0.6406445522453031
10,risk_neutral,0.9268819037233731,0.5061620818713817,2528.2656759445226,0.737261429084094
10,risk_averse,0.9389374165334213,0.4785901581310264,3427.4729393461153,0.7857124926156978
10,risk_loving,0.1047419501679927,0.9337859913225688,1660.3310857613394,0.6712253483853875
11,risk_neutral,0.9342475759864346,0.49699003742482983,2534.295371054011,0.7505927937507337
